# This file was generated by the deal.II library.
# Date =  2015/8/18
# Time =  20:32:57
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
0 0 0 0 1.69394e+08 
4242.19 0 3.42828e-14 0 1.69377e+08 

2.61384e-13 4426.14 0 -7.15067e-14 1.69376e+08 
4131.37 4385.82 3.33899e-14 -7.08491e-14 1.69361e+08 


4242.19 0 3.42828e-14 0 1.69377e+08 
8482.76 0 6.85122e-14 0 1.6933e+08 

4131.37 4385.82 3.33899e-14 -7.08491e-14 1.69361e+08 
8442.14 4481.99 6.81851e-14 -7.23805e-14 1.69314e+08 


2.61384e-13 4426.14 0 -7.15067e-14 1.69376e+08 
4131.37 4385.82 3.33899e-14 -7.08491e-14 1.69361e+08 

5.22767e-13 8852.07 0 -1.43007e-13 1.69326e+08 
4104.64 8715.51 3.31698e-14 -1.40783e-13 1.69312e+08 


4131.37 4385.82 3.33899e-14 -7.08491e-14 1.69361e+08 
8442.14 4481.99 6.81851e-14 -7.23805e-14 1.69314e+08 

4104.64 8715.51 3.31698e-14 -1.40783e-13 1.69312e+08 
8261.05 8772.12 6.67204e-14 -1.41653e-13 1.69267e+08 


8482.76 0 6.85122e-14 0 1.6933e+08 
12723.7 0 1.02733e-13 0 1.69252e+08 

8442.14 4481.99 6.81851e-14 -7.23805e-14 1.69314e+08 
12806.9 4533.29 1.03401e-13 -7.31661e-14 1.69233e+08 


12723.7 0 1.02733e-13 0 1.69252e+08 
16964.7 0 1.3692e-13 0 1.69143e+08 

12806.9 4533.29 1.03401e-13 -7.31661e-14 1.69233e+08 
17100.6 4540.13 1.38011e-13 -7.3217e-14 1.69121e+08 


8442.14 4481.99 6.81851e-14 -7.23805e-14 1.69314e+08 
12806.9 4533.29 1.03401e-13 -7.31661e-14 1.69233e+08 

8261.05 8772.12 6.67204e-14 -1.41653e-13 1.69267e+08 
12563.9 8894.58 1.01435e-13 -1.43554e-13 1.69187e+08 


12806.9 4533.29 1.03401e-13 -7.31661e-14 1.69233e+08 
17100.6 4540.13 1.38011e-13 -7.3217e-14 1.69121e+08 

12563.9 8894.58 1.01435e-13 -1.43554e-13 1.69187e+08 
16883.4 8964.84 1.36253e-13 -1.44575e-13 1.69076e+08 


5.22767e-13 8852.07 0 -1.43007e-13 1.69326e+08 
4104.64 8715.51 3.31698e-14 -1.40783e-13 1.69312e+08 

7.8415e-13 13277.9 0 -2.14501e-13 1.69241e+08 
4137.08 13176.1 3.34271e-14 -2.12833e-13 1.69228e+08 


4104.64 8715.51 3.31698e-14 -1.40783e-13 1.69312e+08 
8261.05 8772.12 6.67204e-14 -1.41653e-13 1.69267e+08 

4137.08 13176.1 3.34271e-14 -2.12833e-13 1.69228e+08 
8239.66 13123.5 6.6539e-14 -2.11918e-13 1.69185e+08 


7.8415e-13 13277.9 0 -2.14501e-13 1.69241e+08 
4137.08 13176.1 3.34271e-14 -2.12833e-13 1.69228e+08 

1.04554e-12 17703.7 0 -2.85984e-13 1.69123e+08 
4150.75 17625.6 3.35314e-14 -2.84693e-13 1.69109e+08 


4137.08 13176.1 3.34271e-14 -2.12833e-13 1.69228e+08 
8239.66 13123.5 6.6539e-14 -2.11918e-13 1.69185e+08 

4150.75 17625.6 3.35314e-14 -2.84693e-13 1.69109e+08 
8208.04 17430.8 6.62729e-14 -2.81453e-13 1.69072e+08 


8261.05 8772.12 6.67204e-14 -1.41653e-13 1.69267e+08 
