# This file was generated by the deal.II library.
# Date =  2015/8/18
# Time =  20:23:49
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
0 0 0 0 1.69463e+08 
4258.78 0 -1.67806e-14 0 1.69446e+08 

2.61384e-13 4399.99 0 3.4709e-14 1.69446e+08 
4147.42 4359.95 -1.6336e-14 3.43906e-14 1.6943e+08 


4258.78 0 -1.67806e-14 0 1.69446e+08 
8516.9 0 -3.35861e-14 0 1.69399e+08 

4147.42 4359.95 -1.6336e-14 3.43906e-14 1.6943e+08 
8476.05 4455.64 -3.34171e-14 3.51382e-14 1.69382e+08 


2.61384e-13 4399.99 0 3.4709e-14 1.69446e+08 
4147.42 4359.95 -1.6336e-14 3.43906e-14 1.6943e+08 

5.22767e-13 8799.77 0 6.94049e-14 1.69395e+08 
4120.66 8663.92 -1.6225e-14 6.8334e-14 1.69381e+08 


4147.42 4359.95 -1.6336e-14 3.43906e-14 1.6943e+08 
8476.05 4455.64 -3.34171e-14 3.51382e-14 1.69382e+08 

4120.66 8663.92 -1.6225e-14 6.8334e-14 1.69381e+08 
8294.19 8720.25 -3.26834e-14 6.87689e-14 1.69335e+08 


8516.9 0 -3.35861e-14 0 1.69399e+08 
12775 0 -5.03757e-14 0 1.6932e+08 

8476.05 4455.64 -3.34171e-14 3.51382e-14 1.69382e+08 
12858.6 4506.65 -5.0697e-14 3.5533e-14 1.69301e+08 


12775 0 -5.03757e-14 0 1.6932e+08 
17033.2 0 -6.71585e-14 0 1.6921e+08 

12858.6 4506.65 -5.0697e-14 3.5533e-14 1.69301e+08 
17169.6 4513.45 -6.76843e-14 3.55763e-14 1.69189e+08 


8476.05 4455.64 -3.34171e-14 3.51382e-14 1.69382e+08 
12858.6 4506.65 -5.0697e-14 3.5533e-14 1.69301e+08 

8294.19 8720.25 -3.26834e-14 6.87689e-14 1.69335e+08 
12614.5 8842.14 -4.97092e-14 6.97108e-14 1.69255e+08 


12858.6 4506.65 -5.0697e-14 3.5533e-14 1.69301e+08 
17169.6 4513.45 -6.76843e-14 3.55763e-14 1.69189e+08 

12614.5 8842.14 -4.97092e-14 6.97108e-14 1.69255e+08 
16951.5 8912.09 -6.67917e-14 7.02387e-14 1.69143e+08 


5.22767e-13 8799.77 0 6.94049e-14 1.69395e+08 
4120.66 8663.92 -1.6225e-14 6.8334e-14 1.69381e+08 

7.8415e-13 13199.5 0 1.04077e-13 1.69311e+08 
4153.28 13098.2 -1.63413e-14 1.03275e-13 1.69297e+08 


4120.66 8663.92 -1.6225e-14 6.8334e-14 1.69381e+08 
8294.19 8720.25 -3.26834e-14 6.87689e-14 1.69335e+08 

4153.28 13098.2 -1.63413e-14 1.03275e-13 1.69297e+08 
8272.79 13046 -3.25749e-14 1.0285e-13 1.69253e+08 


7.8415e-13 13199.5 0 1.04077e-13 1.69311e+08 
4153.28 13098.2 -1.63413e-14 1.03275e-13 1.69297e+08 

1.04554e-12 17599.1 0 1.38714e-13 1.69193e+08 
4167.05 17521.4 -1.63778e-14 1.38096e-13 1.69178e+08 


4153.28 13098.2 -1.63413e-14 1.03275e-13 1.69297e+08 
8272.79 13046 -3.25749e-14 1.0285e-13 1.69253e+08 

4167.05 17521.4 -1.63778e-14 1.38096e-13 1.69178e+08 
8241.1 17327.6 -3.24156e-14 1.3656e-13 1.69141e+08 


8294.19 8720.25 -3.26834e-14 6.87689e-14 1.69335e+08 
12614.5 8842.14 -4.97092e-14 6.97108e-14 1.69255e+08 

8272.79 13046 -3.25749e-14 1.0285e-13 1.69253e+08 
12441.1 13080.4 -4.89867e-14 1.03101e-13 1.69178e+08 


12614.5 8842.14 -4.97092e-14 6.97108e-14 1.69255e+08 
16951.5 8912.09 -6.67917e-14 7.02387e-14 1.69143e+08 

12441.1 13080.4 -4.89867e-14 1.03101e-13 1.69178e+08 
16721.2 13186.1 -6.58317e-14 1.03901e-13 1.69068e+08 


8272.79 13046 -3.25749e-14 1.0285e-13 1.69253e+08 
12441.1 13080.4 -4.89867e-14 1.03101e-13 1.69178e+08 

8241.1 17327.6 -3.24156e-14 1.3656e-13 1.69141e+08 
12378.3 17351.8 -4.8686e-14 1.3672e-13 1.69066e+08 


12441.1 13080.4 -4.89867e-14 1.03101e-13 1.69178e+08 
16721.2 13186.1 -6.58317e-14 1.03901e-13 1.69068e+08 

12378.3 17351.8 -4.8686e-14 1.3672e-13 1.69066e+08 
16588.4 17441 -6.52382e-14 1.37379e-13 1.68958e+08 


17033.2 0 -6.71585e-14 0 1.6921e+08 
21291.2 0 -8.39315e-14 0 1.69069e+08 

17169.6 4513.45 -6.76843e-14 3.55763e-14 1.69189e+08 
21478.2 4517.17 -8.46532e-14 3.55916e-14 1.69045e+08 


21291.2 0 -8.39315e-14 0 1.69069e+08 
25549 0 -1.00693e-13 0 1.68897e+08 

21478.2 4517.17 -8.46532e-14 3.55916e-14 1.69045e+08 
25789.6 4520.34 -1.01623e-13 3.55996e-14 1.68868e+08 


17169.6 4513.45 -6.76843e-14 3.55763e-14 1.69189e+08 
21478.2 4517.17 -8.46532e-14 3.55916e-14 1.69045e+08 

16951.5 8912.09 -6.67917e-14 7.02387e-14 1.69143e+08 
21312.1 8964.27 -8.39561e-14 7.06212e-14 1.68998e+08 


21478.2 4517.17 -8.46532e-14 3.55916e-14 1.69045e+08 
25789.6 4520.34 -1.01623e-13 3.55996e-14 1.68868e+08 

21312.1 8964.27 -8.39561e-14 7.06212e-14 1.68998e+08 
25716.5 9014.72 -1.01283e-13 7.09815e-14 1.68818e+08 


25549 0 -1.00693e-13 0 1.68897e+08 
29806.7 0 -1.1744e-13 0 1.68693e+08 

25789.6 4520.34 -1.01623e-13 3.55996e-14 1.68868e+08 
30035 4512.78 -1.18318e-13 3.55201e-14 1.68663e+08 


29806.7 0 -1.1744e-13 0 1.68693e+08 
34064.2 0 -1.3417e-13 0 1.68458e+08 

30035 4512.78 -1.18318e-13 3.55201e-14 1.68663e+08 
34243.5 4502.39 -1.34851e-13 3.5415e-14 1.68429e+08 


25789.6 4520.34 -1.01623e-13 3.55996e-14 1.68868e+08 
30035 4512.78 -1.18318e-13 3.55201e-14 1.68663e+08 

25716.5 9014.72 -1.01283e-13 7.09815e-14 1.68818e+08 
30054.5 9031.07 -1.18333e-13 7.1068e-14 1.68609e+08 


30035 4512.78 -1.18318e-13 3.55201e-14 1.68663e+08 
34243.5 4502.39 -1.34851e-13 3.5415e-14 1.68429e+08 

30054.5 9031.07 -1.18333e-13 7.1068e-14 1.68609e+08 
34337.5 9029.14 -1.3515e-13 7.10051e-14 1.6837e+08 


16951.5 8912.09 -6.67917e-14 7.02387e-14 1.69143e+08 
21312.1 8964.27 -8.39561e-14 7.06212e-14 1.68998e+08 

16721.2 13186.1 -6.58317e-14 1.03901e-13 1.69068e+08 
21086.1 13303.4 -8.30001e-14 1.0478e-13 1.68922e+08 


21312.1 8964.27 -8.39561e-14 7.06212e-14 1.68998e+08 
25716.5 9014.72 -1.01283e-13 7.09815e-14 1.68818e+08 

21086.1 13303.4 -8.30001e-14 1.0478e-13 1.68922e+08 
25427.1 13369.5 -1.00062e-13 1.0525e-13 1.68746e+08 


16721.2 13186.1 -6.58317e-14 1.03901e-13 1.69068e+08 
21086.1 13303.4 -8.30001e-14 1.0478e-13 1.68922e+08 

16588.4 17441 -6.52382e-14 1.37379e-13 1.68958e+08 
20840 17530 -8.19402e-14 1.38026e-13 1.68817e+08 


21086.1 13303.4 -8.30001e-14 1.0478e-13 1.68922e+08 
25427.1 13369.5 -1.00062e-13 1.0525e-13 1.68746e+08 

20840 17530 -8.19402e-14 1.38026e-13 1.68817e+08 
25229.2 17686.4 -9.91743e-14 1.39183e-13 1.68638e+08 


25716.5 9014.72 -1.01283e-13 7.09815e-14 1.68818e+08 
30054.5 9031.07 -1.18333e-13 7.1068e-14 1.68609e+08 

25427.1 13369.5 -1.00062e-13 1.0525e-13 1.68746e+08 
29781.1 13422.9 -1.17161e-13 1.05606e-13 1.68537e+08 


30054.5 9031.07 -1.18333e-13 7.1068e-14 1.68609e+08 
34337.5 9029.14 -1.3515e-13 7.10051e-14 1.6837e+08 

29781.1 13422.9 -1.17161e-13 1.05606e-13 1.68537e+08 
34146.6 13467.9 -1.34287e-13 1.05887e-13 1.68295e+08 


25427.1 13369.5 -1.00062e-13 1.0525e-13 1.68746e+08 
29781.1 13422.9 -1.17161e-13 1.05606e-13 1.68537e+08 

25229.2 17686.4 -9.91743e-14 1.39183e-13 1.68638e+08 
29538.7 17750.7 -1.16077e-13 1.39609e-13 1.68432e+08 


29781.1 13422.9 -1.17161e-13 1.05606e-13 1.68537e+08 
34146.6 13467.9 -1.34287e-13 1.05887e-13 1.68295e+08 

29538.7 17750.7 -1.16077e-13 1.39609e-13 1.68432e+08 
33902.8 17828.3 -1.3318e-13 1.40123e-13 1.6819e+08 


1.04554e-12 17599.1 0 1.38714e-13 1.69193e+08 
4167.05 17521.4 -1.63778e-14 1.38096e-13 1.69178e+08 

1.30692e-12 21998.4 0 1.73308e-13 1.69041e+08 
4142.76 21772.7 -1.62577e-14 1.71528e-13 1.69033e+08 


4167.05 17521.4 -1.63778e-14 1.38096e-13 1.69178e+08 
8241.1 17327.6 -3.24156e-14 1.3656e-13 1.69141e+08 

4142.76 21772.7 -1.62577e-14 1.71528e-13 1.69033e+08 
8305.66 21827.7 -3.26228e-14 1.71934e-13 1.68986e+08 


1.30692e-12 21998.4 0 1.73308e-13 1.69041e+08 
4142.76 21772.7 -1.62577e-14 1.71528e-13 1.69033e+08 

1.5683e-12 26397.3 0 2.07834e-13 1.68855e+08 
4160.87 26238.9 -1.62992e-14 2.06582e-13 1.68846e+08 


4142.76 21772.7 -1.62577e-14 1.71528e-13 1.69033e+08 
8305.66 21827.7 -3.26228e-14 1.71934e-13 1.68986e+08 

4160.87 26238.9 -1.62992e-14 2.06582e-13 1.68846e+08 
8306.9 26195.4 -3.25707e-14 2.06218e-13 1.68803e+08 


8241.1 17327.6 -3.24156e-14 1.3656e-13 1.69141e+08 
12378.3 17351.8 -4.8686e-14 1.3672e-13 1.69066e+08 

8305.66 21827.7 -3.26228e-14 1.71934e-13 1.68986e+08 
12390.9 21710.3 -4.8667e-14 1.70977e-13 1.68917e+08 


12378.3 17351.8 -4.8686e-14 1.3672e-13 1.69066e+08 
16588.4 17441 -6.52382e-14 1.37379e-13 1.68958e+08 

12390.9 21710.3 -4.8667e-14 1.70977e-13 1.68917e+08 
16495.2 21677.5 -6.47803e-14 1.70674e-13 1.68816e+08 


8305.66 21827.7 -3.26228e-14 1.71934e-13 1.68986e+08 
12390.9 21710.3 -4.8667e-14 1.70977e-13 1.68917e+08 

8306.9 26195.4 -3.25707e-14 2.06218e-13 1.68803e+08 
12362.5 25990.9 -4.84705e-14 2.04574e-13 1.6874e+08 


12390.9 21710.3 -4.8667e-14 1.70977e-13 1.68917e+08 
16495.2 21677.5 -6.47803e-14 1.70674e-13 1.68816e+08 

12362.5 25990.9 -4.84705e-14 2.04574e-13 1.6874e+08 
16546.8 26092.4 -6.48707e-14 2.05306e-13 1.68631e+08 


1.5683e-12 26397.3 0 2.07834e-13 1.68855e+08 
4160.87 26238.9 -1.62992e-14 2.06582e-13 1.68846e+08 

1.82969e-12 30796 0 2.423e-13 1.68636e+08 
4151.84 30543.4 -1.62307e-14 2.40315e-13 1.68633e+08 


4160.87 26238.9 -1.62992e-14 2.06582e-13 1.68846e+08 
8306.9 26195.4 -3.25707e-14 2.06218e-13 1.68803e+08 

4151.84 30543.4 -1.62307e-14 2.40315e-13 1.68633e+08 
8312.69 30579.9 -3.2525e-14 2.40569e-13 1.68586e+08 


1.82969e-12 30796 0 2.423e-13 1.68636e+08 
4151.84 30543.4 -1.62307e-14 2.40315e-13 1.68633e+08 

2.09107e-12 35194 0 2.76676e-13 1.68383e+08 
4160.02 34971.6 -1.6223e-14 2.74926e-13 1.6838e+08 


4151.84 30543.4 -1.62307e-14 2.40315e-13 1.68633e+08 
8312.69 30579.9 -3.2525e-14 2.40569e-13 1.68586e+08 

4160.02 34971.6 -1.6223e-14 2.74926e-13 1.6838e+08 
8335.48 35039.6 -3.25315e-14 2.75419e-13 1.6833e+08 


8306.9 26195.4 -3.25707e-14 2.06218e-13 1.68803e+08 
12362.5 25990.9 -4.84705e-14 2.04574e-13 1.6874e+08 

8312.69 30579.9 -3.2525e-14 2.40569e-13 1.68586e+08 
12408.7 30433.4 -4.85504e-14 2.39374e-13 1.6852e+08 


12362.5 25990.9 -4.84705e-14 2.04574e-13 1.6874e+08 
16546.8 26092.4 -6.48707e-14 2.05306e-13 1.68631e+08 

12408.7 30433.4 -4.85504e-14 2.39374e-13 1.6852e+08 
16518.3 30385.8 -6.4624e-14 2.38929e-13 1.6842e+08 


8312.69 30579.9 -3.2525e-14 2.40569e-13 1.68586e+08 
12408.7 30433.4 -4.85504e-14 2.39374e-13 1.6852e+08 

8335.48 35039.6 -3.25315e-14 2.75419e-13 1.6833e+08 
12491.5 35009.5 -4.87549e-14 2.75124e-13 1.68257e+08 


12408.7 30433.4 -4.85504e-14 2.39374e-13 1.6852e+08 
16518.3 30385.8 -6.4624e-14 2.38929e-13 1.6842e+08 

12491.5 35009.5 -4.87549e-14 2.75124e-13 1.68257e+08 
16485.3 34653.5 -6.43423e-14 2.72275e-13 1.68179e+08 


16588.4 17441 -6.52382e-14 1.37379e-13 1.68958e+08 
20840 17530 -8.19402e-14 1.38026e-13 1.68817e+08 

16495.2 21677.5 -6.47803e-14 1.70674e-13 1.68816e+08 
20736 21801.9 -8.14188e-14 1.71581e-13 1.68675e+08 


20840 17530 -8.19402e-14 1.38026e-13 1.68817e+08 
25229.2 17686.4 -9.91743e-14 1.39183e-13 1.68638e+08 

20736 21801.9 -8.14188e-14 1.71581e-13 1.68675e+08 
24983.9 21891.6 -9.80704e-14 1.72204e-13 1.68503e+08 


16495.2 21677.5 -6.47803e-14 1.70674e-13 1.68816e+08 
20736 21801.9 -8.14188e-14 1.71581e-13 1.68675e+08 

16546.8 26092.4 -6.48707e-14 2.05306e-13 1.68631e+08 
20650.5 26052.3 -8.09425e-14 2.04919e-13 1.685e+08 


20736 21801.9 -8.14188e-14 1.71581e-13 1.68675e+08 
24983.9 21891.6 -9.80704e-14 1.72204e-13 1.68503e+08 

20650.5 26052.3 -8.09425e-14 2.04919e-13 1.685e+08 
24884.1 26163.1 -9.75126e-14 2.05688e-13 1.68328e+08 


25229.2 17686.4 -9.91743e-14 1.39183e-13 1.68638e+08 
29538.7 17750.7 -1.16077e-13 1.39609e-13 1.68432e+08 

24983.9 21891.6 -9.80704e-14 1.72204e-13 1.68503e+08 
29372.4 22062 -1.1526e-13 1.73436e-13 1.6829e+08 


29538.7 17750.7 -1.16077e-13 1.39609e-13 1.68432e+08 
33902.8 17828.3 -1.3318e-13 1.40123e-13 1.6819e+08 

29372.4 22062 -1.1526e-13 1.73436e-13 1.6829e+08 
33691.2 22144.7 -1.32159e-13 1.73968e-13 1.68052e+08 


24983.9 21891.6 -9.80704e-14 1.72204e-13 1.68503e+08 
29372.4 22062 -1.1526e-13 1.73436e-13 1.6829e+08 

24884.1 26163.1 -9.75126e-14 2.05688e-13 1.68328e+08 
29117.4 26242.6 -1.14065e-13 2.06196e-13 1.68127e+08 


29372.4 22062 -1.1526e-13 1.73436e-13 1.6829e+08 
