# This file was generated by the deal.II library.
# Date =  2015/8/18
# Time =  20:38:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
0 0 0 0 1.69402e+08 
4256.98 0 -3.1963e-15 0 1.69385e+08 

2.61384e-13 4393.73 0 6.63267e-15 1.69385e+08 
4145.92 4353.65 -3.10863e-15 6.57118e-15 1.69369e+08 


4256.98 0 -3.1963e-15 0 1.69385e+08 
8510.97 0 -6.41988e-15 0 1.69338e+08 

4145.92 4353.65 -3.10863e-15 6.57118e-15 1.69369e+08 
8470.32 4449.01 -6.38466e-15 6.71367e-15 1.69322e+08 


2.61384e-13 4393.73 0 6.63267e-15 1.69385e+08 
4145.92 4353.65 -3.10863e-15 6.57118e-15 1.69369e+08 

5.22767e-13 8787.26 0 1.32601e-14 1.69335e+08 
4119 8651.83 -3.08739e-15 1.30594e-14 1.69321e+08 


4145.92 4353.65 -3.10863e-15 6.57118e-15 1.69369e+08 
8470.32 4449.01 -6.38466e-15 6.71367e-15 1.69322e+08 

4119 8651.83 -3.08739e-15 1.30594e-14 1.69321e+08 
8288.67 8708.03 -6.24005e-15 1.31453e-14 1.69275e+08 


8510.97 0 -6.41988e-15 0 1.69338e+08 
12765.9 0 -9.63399e-15 0 1.6926e+08 

8470.32 4449.01 -6.38466e-15 6.71367e-15 1.69322e+08 
12849.3 4499.98 -9.69407e-15 6.79274e-15 1.6924e+08 


12765.9 0 -9.63399e-15 0 1.6926e+08 
17020.8 0 -1.28492e-14 0 1.6915e+08 

12849.3 4499.98 -9.69407e-15 6.79274e-15 1.6924e+08 
17157.1 4506.83 -1.29474e-14 6.80616e-15 1.69128e+08 


8470.32 4449.01 -6.38466e-15 6.71367e-15 1.69322e+08 
12849.3 4499.98 -9.69407e-15 6.79274e-15 1.6924e+08 

8288.67 8708.03 -6.24005e-15 1.31453e-14 1.69275e+08 
12605.5 8829.45 -9.49862e-15 1.33279e-14 1.69195e+08 


12849.3 4499.98 -9.69407e-15 6.79274e-15 1.6924e+08 
17157.1 4506.83 -1.29474e-14 6.80616e-15 1.69128e+08 

12605.5 8829.45 -9.49862e-15 1.33279e-14 1.69195e+08 
16939.2 8899.17 -1.27688e-14 1.34359e-14 1.69083e+08 


5.22767e-13 8787.26 0 1.32601e-14 1.69335e+08 
4119 8651.83 -3.08739e-15 1.30594e-14 1.69321e+08 

7.8415e-13 13180.7 0 1.98774e-14 1.69251e+08 
4151.48 13079.6 -3.10756e-15 1.97266e-14 1.69237e+08 


4119 8651.83 -3.08739e-15 1.30594e-14 1.69321e+08 
8288.67 8708.03 -6.24005e-15 1.31453e-14 1.69275e+08 

4151.48 13079.6 -3.10756e-15 1.97266e-14 1.69237e+08 
8267.1 13027.4 -6.215e-15 1.96492e-14 1.69194e+08 


7.8415e-13 13180.7 0 1.98774e-14 1.69251e+08 
4151.48 13079.6 -3.10756e-15 1.97266e-14 1.69237e+08 

1.04554e-12 17574.1 0 2.64815e-14 1.69134e+08 
4165.13 17496.5 -3.11119e-15 2.63642e-14 1.6912e+08 


4151.48 13079.6 -3.10756e-15 1.97266e-14 1.69237e+08 
8267.1 13027.4 -6.215e-15 1.96492e-14 1.69194e+08 

4165.13 17496.5 -3.11119e-15 2.63642e-14 1.6912e+08 
8235.29 17303.4 -6.17771e-15 2.6084e-14 1.69082e+08 


8288.67 8708.03 -6.24005e-15 1.31453e-14 1.69275e+08 
12605.5 8829.45 -9.49862e-15 1.33279e-14 1.69195e+08 

8267.1 13027.4 -6.215e-15 1.96492e-14 1.69194e+08 
12432.2 13061.8 -9.35128e-15 1.97067e-14 1.69119e+08 


12605.5 8829.45 -9.49862e-15 1.33279e-14 1.69195e+08 
16939.2 8899.17 -1.27688e-14 1.34359e-14 1.69083e+08 

12432.2 13061.8 -9.35128e-15 1.97067e-14 1.69119e+08 
16709.1 13167.3 -1.25731e-14 1.98716e-14 1.69008e+08 


8267.1 13027.4 -6.215e-15 1.96492e-14 1.69194e+08 
12432.2 13061.8 -9.35128e-15 1.97067e-14 1.69119e+08 

8235.29 17303.4 -6.17771e-15 2.6084e-14 1.69082e+08 
12369.4 17327.3 -9.28234e-15 2.61236e-14 1.69008e+08 


12432.2 13061.8 -9.35128e-15 1.97067e-14 1.69119e+08 
16709.1 13167.3 -1.25731e-14 1.98716e-14 1.69008e+08 

12369.4 17327.3 -9.28234e-15 2.61236e-14 1.69008e+08 
16576.1 17416.2 -1.24448e-14 2.62625e-14 1.68899e+08 


17020.8 0 -1.28492e-14 0 1.6915e+08 
21275.7 0 -1.60656e-14 0 1.69009e+08 

17157.1 4506.83 -1.29474e-14 6.80616e-15 1.69128e+08 
21462.5 4510.57 -1.62009e-14 6.81503e-15 1.68984e+08 


21275.7 0 -1.60656e-14 0 1.69009e+08 
25530.4 0 -1.92842e-14 0 1.68836e+08 

