# This file was generated by the deal.II library.
# Date =  2015/8/18
# Time =  20:32: 6
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
0 0 0 0 1.69414e+08 
4242.35 0 3.33864e-14 0 1.69397e+08 

2.61384e-13 4426.71 0 -6.96434e-14 1.69396e+08 
4131.51 4386.39 3.25177e-14 -6.90022e-14 1.69381e+08 


4242.35 0 3.33864e-14 0 1.69397e+08 
8483.23 0 6.67198e-14 0 1.6935e+08 

4131.51 4386.39 3.25177e-14 -6.90022e-14 1.69381e+08 
8442.6 4482.58 6.64032e-14 -7.04911e-14 1.69334e+08 


2.61384e-13 4426.71 0 -6.96434e-14 1.69396e+08 
4131.51 4386.39 3.25177e-14 -6.90022e-14 1.69381e+08 

5.22767e-13 8853.21 0 -1.39285e-13 1.69346e+08 
4104.79 8716.61 3.23059e-14 -1.37117e-13 1.69332e+08 


4131.51 4386.39 3.25177e-14 -6.90022e-14 1.69381e+08 
8442.6 4482.58 6.64032e-14 -7.04911e-14 1.69334e+08 

4104.79 8716.61 3.23059e-14 -1.37117e-13 1.69332e+08 
8261.49 8773.24 6.49819e-14 -1.37959e-13 1.69287e+08 


8483.23 0 6.67198e-14 0 1.6935e+08 
12724.5 0 1.00042e-13 0 1.69272e+08 

8442.6 4482.58 6.64032e-14 -7.04911e-14 1.69334e+08 
12807.6 4533.88 1.00695e-13 -7.12512e-14 1.69253e+08 


12724.5 0 1.00042e-13 0 1.69272e+08 
16965.7 0 1.33327e-13 0 1.69163e+08 

12807.6 4533.88 1.00695e-13 -7.12512e-14 1.69253e+08 
17101.6 4540.71 1.34393e-13 -7.12938e-14 1.69141e+08 


8442.6 4482.58 6.64032e-14 -7.04911e-14 1.69334e+08 
12807.6 4533.88 1.00695e-13 -7.12512e-14 1.69253e+08 

8261.49 8773.24 6.49819e-14 -1.37959e-13 1.69287e+08 
12564.6 8895.72 9.87896e-14 -1.39801e-13 1.69207e+08 


12807.6 4533.88 1.00695e-13 -7.12512e-14 1.69253e+08 
17101.6 4540.71 1.34393e-13 -7.12938e-14 1.69141e+08 

12564.6 8895.72 9.87896e-14 -1.39801e-13 1.69207e+08 
16884.4 8965.99 1.32693e-13 -1.40782e-13 1.69096e+08 


5.22767e-13 8853.21 0 -1.39285e-13 1.69346e+08 
4104.79 8716.61 3.23059e-14 -1.37117e-13 1.69332e+08 

7.8415e-13 13279.6 0 -2.08927e-13 1.69261e+08 
4137.23 13177.8 3.25609e-14 -2.07299e-13 1.69248e+08 


4104.79 8716.61 3.23059e-14 -1.37117e-13 1.69332e+08 
8261.49 8773.24 6.49819e-14 -1.37959e-13 1.69287e+08 

4137.23 13177.8 3.25609e-14 -2.07299e-13 1.69248e+08 
8240.1 13125.2 6.4814e-14 -2.064e-13 1.69205e+08 


7.8415e-13 13279.6 0 -2.08927e-13 1.69261e+08 
4137.23 13177.8 3.25609e-14 -2.07299e-13 1.69248e+08 

1.04554e-12 17706 0 -2.78571e-13 1.69143e+08 
4150.91 17627.8 3.26688e-14 -2.7731e-13 1.69129e+08 


4137.23 13177.8 3.25609e-14 -2.07299e-13 1.69248e+08 
8240.1 13125.2 6.4814e-14 -2.064e-13 1.69205e+08 

4150.91 17627.8 3.26688e-14 -2.7731e-13 1.69129e+08 
8208.48 17433 6.45667e-14 -2.74142e-13 1.69092e+08 


8261.49 8773.24 6.49819e-14 -1.37959e-13 1.69287e+08 
12564.6 8895.72 9.87896e-14 -1.39801e-13 1.69207e+08 

8240.1 13125.2 6.4814e-14 -2.064e-13 1.69205e+08 
12391.9 13159.8 9.74371e-14 -2.0682e-13 1.6913e+08 


12564.6 8895.72 9.87896e-14 -1.39801e-13 1.69207e+08 
16884.4 8965.99 1.32693e-13 -1.40782e-13 1.69096e+08 

12391.9 13159.8 9.74371e-14 -2.0682e-13 1.6913e+08 
16655 13266 1.30898e-13 -2.0831e-13 1.6902e+08 


8240.1 13125.2 6.4814e-14 -2.064e-13 1.69205e+08 
12391.9 13159.8 9.74371e-14 -2.0682e-13 1.6913e+08 

8208.48 17433 6.45667e-14 -2.74142e-13 1.69092e+08 
12329.2 17457.1 9.69489e-14 -2.74362e-13 1.69017e+08 


12391.9 13159.8 9.74371e-14 -2.0682e-13 1.6913e+08 
16655 13266 1.30898e-13 -2.0831e-13 1.6902e+08 

12329.2 17457.1 9.69489e-14 -2.74362e-13 1.69017e+08 
16522.6 17546.7 1.29864e-13 -2.7554e-13 1.68909e+08 


16965.7 0 1.33327e-13 0 1.69163e+08 
21206.9 0 1.66562e-13 0 1.69022e+08 

17101.6 4540.71 1.34393e-13 -7.12938e-14 1.69141e+08 
21393.1 4544.43 1.68021e-13 -7.12696e-14 1.68997e+08 


21206.9 0 1.66562e-13 0 1.69022e+08 
25447.9 0 1.99733e-13 0 1.6885e+08 

21393.1 4544.43 1.68021e-13 -7.12696e-14 1.68997e+08 
25687.6 4547.59 2.01605e-13 -7.12177e-14 1.68821e+08 


17101.6 4540.71 1.34393e-13 -7.12938e-14 1.69141e+08 
