# This file was generated by the deal.II library.
# Date =  2015/8/18
# Time =  20:37: 1
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
0 0 0 0 1.6937e+08 
4244.29 0 3.54895e-14 0 1.69353e+08 

2.61384e-13 4419.98 0 -7.38816e-14 1.69353e+08 
4133.51 4379.68 3.45629e-14 -7.32044e-14 1.69338e+08 


4244.29 0 3.54895e-14 0 1.69353e+08 
8486.17 0 7.09225e-14 0 1.69307e+08 

4133.51 4379.68 3.45629e-14 -7.32044e-14 1.69338e+08 
8445.6 4475.66 7.0578e-14 -7.47946e-14 1.6929e+08 


2.61384e-13 4419.98 0 -7.38816e-14 1.69353e+08 
4133.51 4379.68 3.45629e-14 -7.32044e-14 1.69338e+08 

5.22767e-13 8839.74 0 -1.47744e-13 1.69302e+08 
4106.7 8703.45 3.4326e-14 -1.45454e-13 1.69289e+08 


4133.51 4379.68 3.45629e-14 -7.32044e-14 1.69338e+08 
8445.6 4475.66 7.0578e-14 -7.47946e-14 1.6929e+08 

4106.7 8703.45 3.4326e-14 -1.45454e-13 1.69289e+08 
8264.47 8759.98 6.90445e-14 -1.46369e-13 1.69243e+08 


8486.17 0 7.09225e-14 0 1.69307e+08 
12728.8 0 1.06357e-13 0 1.69228e+08 

8445.6 4475.66 7.0578e-14 -7.47946e-14 1.6929e+08 
12812 4526.91 1.07039e-13 -7.56226e-14 1.69209e+08 


12728.8 0 1.06357e-13 0 1.69228e+08 
16971.4 0 1.4177e-13 0 1.69119e+08 

12812 4526.91 1.07039e-13 -7.56226e-14 1.69209e+08 
17107.3 4533.77 1.42887e-13 -7.56976e-14 1.69097e+08 


8445.6 4475.66 7.0578e-14 -7.47946e-14 1.6929e+08 
12812 4526.91 1.07039e-13 -7.56226e-14 1.69209e+08 

8264.47 8759.98 6.90445e-14 -1.46369e-13 1.69243e+08 
12568.8 8882.19 1.04977e-13 -1.48361e-13 1.69164e+08 


12812 4526.91 1.07039e-13 -7.56226e-14 1.69209e+08 
17107.3 4533.77 1.42887e-13 -7.56976e-14 1.69097e+08 

12568.8 8882.19 1.04977e-13 -1.48361e-13 1.69164e+08 
16890 8952.33 1.41029e-13 -1.49458e-13 1.69052e+08 


5.22767e-13 8839.74 0 -1.47744e-13 1.69302e+08 
4106.7 8703.45 3.4326e-14 -1.45454e-13 1.69289e+08 

7.8415e-13 13259.4 0 -2.21573e-13 1.69218e+08 
4139.12 13157.7 3.45771e-14 -2.1986e-13 1.69205e+08 


4106.7 8703.45 3.4326e-14 -1.45454e-13 1.69289e+08 
