# This file was generated by the deal.II library.
# Date =  2016/6/12
# Time =  11:51:34
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
4148.88 4203.69 -4.40548e-16 9.92964e-16 1.57222e+08 
0 4203.69 0 9.92939e-16 1.57236e+08 

4148.87 0 -4.40636e-16 0 1.57238e+08 
0 0 0 0 1.57252e+08 


4148.89 8407.37 -4.40295e-16 1.98558e-15 1.57175e+08 
0 8407.36 0 1.98553e-15 1.57189e+08 

4148.88 4203.69 -4.40548e-16 9.92964e-16 1.57222e+08 
0 4203.69 0 9.92939e-16 1.57236e+08 


4148.92 12611 -4.39866e-16 2.97748e-15 1.57096e+08 
0 12611 0 2.97741e-15 1.5711e+08 

4148.89 8407.37 -4.40295e-16 1.98558e-15 1.57175e+08 
0 8407.36 0 1.98553e-15 1.57189e+08 


4148.96 16814.6 -4.39269e-16 3.96833e-15 1.56986e+08 
0 16814.6 0 3.96823e-15 1.57e+08 

4148.92 12611 -4.39866e-16 2.97748e-15 1.57096e+08 
0 12611 0 2.97741e-15 1.5711e+08 


4149.01 21018 -4.38496e-16 4.95776e-15 1.56844e+08 
0 21018 0 4.95764e-15 1.56858e+08 

4148.96 16814.6 -4.39269e-16 3.96833e-15 1.56986e+08 
0 16814.6 0 3.96823e-15 1.57e+08 


4149.07 25221.4 -4.37551e-16 5.94542e-15 1.56671e+08 
0 25221.4 0 5.94527e-15 1.56685e+08 

4149.01 21018 -4.38496e-16 4.95776e-15 1.56844e+08 
0 21018 0 4.95764e-15 1.56858e+08 


4149.14 29424.6 -4.36426e-16 6.93094e-15 1.56466e+08 
0 29424.6 0 6.93076e-15 1.5648e+08 

4149.07 25221.4 -4.37551e-16 5.94542e-15 1.56671e+08 
0 25221.4 0 5.94527e-15 1.56685e+08 


4149.22 33627.7 -4.35126e-16 7.91395e-15 1.5623e+08 
0 33627.7 0 7.91375e-15 1.56244e+08 

4149.14 29424.6 -4.36426e-16 6.93094e-15 1.56466e+08 
0 29424.6 0 6.93076e-15 1.5648e+08 


4149.31 37830.6 -4.3364e-16 8.89409e-15 1.55963e+08 
0 37830.6 0 8.89386e-15 1.55977e+08 

4149.22 33627.7 -4.35126e-16 7.91395e-15 1.5623e+08 
