# This file was generated by the deal.II library.
# Date =  2016/6/12
# Time =  11:50:16
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <y> <velocity> <velocity> <pressure> 
4152.19 4196.47 -6.24365e-16 1.36232e-15 1.57158e+08 
0 4196.47 0 1.36228e-15 1.57172e+08 

4152.18 0 -6.24508e-16 0 1.57174e+08 
0 0 0 0 1.57188e+08 


4152.2 8392.93 -6.23927e-16 2.72405e-15 1.57111e+08 
0 8392.92 0 2.72396e-15 1.57125e+08 

4152.19 4196.47 -6.24365e-16 1.36232e-15 1.57158e+08 
0 4196.47 0 1.36228e-15 1.57172e+08 


4152.22 12589.3 -6.23202e-16 4.08458e-15 1.57032e+08 
0 12589.3 0 4.08445e-15 1.57046e+08 

4152.2 8392.93 -6.23927e-16 2.72405e-15 1.57111e+08 
0 8392.92 0 2.72396e-15 1.57125e+08 


4152.26 16785.7 -6.22183e-16 5.44333e-15 1.56922e+08 
0 16785.7 0 5.44315e-15 1.56936e+08 

4152.22 12589.3 -6.23202e-16 4.08458e-15 1.57032e+08 
0 12589.3 0 4.08445e-15 1.57046e+08 


4152.3 20982 -6.20872e-16 6.79969e-15 1.56781e+08 
0 20982 0 6.79947e-15 1.56795e+08 

4152.26 16785.7 -6.22183e-16 5.44333e-15 1.56922e+08 
0 16785.7 0 5.44315e-15 1.56936e+08 


4152.35 25178.2 -6.19266e-16 8.15306e-15 1.56608e+08 
0 25178.2 0 8.15279e-15 1.56622e+08 

4152.3 20982 -6.20872e-16 6.79969e-15 1.56781e+08 
0 20982 0 6.79947e-15 1.56795e+08 


4152.41 29374.3 -6.17365e-16 9.50283e-15 1.56404e+08 
0 29374.3 0 9.50252e-15 1.56418e+08 

4152.35 25178.2 -6.19266e-16 8.15306e-15 1.56608e+08 
0 25178.2 0 8.15279e-15 1.56622e+08 


4152.48 33570.2 -6.15163e-16 1.08484e-14 1.56168e+08 
0 33570.2 0 1.0848e-14 1.56182e+08 

4152.41 29374.3 -6.17365e-16 9.50283e-15 1.56404e+08 
0 29374.3 0 9.50252e-15 1.56418e+08 


4152.56 37766 -6.12663e-16 1.21892e-14 1.55901e+08 
0 37766 0 1.21888e-14 1.55915e+08 

4152.48 33570.2 -6.15163e-16 1.08484e-14 1.56168e+08 
0 33570.2 0 1.0848e-14 1.56182e+08 


4152.65 41961.6 -6.09858e-16 1.35245e-14 1.55602e+08 
0 41961.6 0 1.3524e-14 1.55616e+08 

4152.56 37766 -6.12663e-16 1.21892e-14 1.55901e+08 
0 37766 0 1.21888e-14 1.55915e+08 


4152.74 46157.1 -6.06746e-16 1.48537e-14 1.55272e+08 
0 46157.1 0 1.48532e-14 1.55286e+08 

4152.65 41961.6 -6.09858e-16 1.35245e-14 1.55602e+08 
0 41961.6 0 1.3524e-14 1.55616e+08 


4152.85 50352.3 -6.03326e-16 1.61763e-14 1.54911e+08 
0 50352.3 0 1.61758e-14 1.54925e+08 

4152.74 46157.1 -6.06746e-16 1.48537e-14 1.55272e+08 
0 46157.1 0 1.48532e-14 1.55286e+08 


4152.97 54547.3 -5.99591e-16 1.74916e-14 1.54518e+08 
0 54547.3 0 1.7491e-14 1.54532e+08 

4152.85 50352.3 -6.03326e-16 1.61763e-14 1.54911e+08 
0 50352.3 0 1.61758e-14 1.54925e+08 


4153.09 58742.1 -5.95541e-16 1.87989e-14 1.54094e+08 
0 58742.1 0 1.87982e-14 1.54108e+08 

4152.97 54547.3 -5.99591e-16 1.74916e-14 1.54518e+08 
0 54547.3 0 1.7491e-14 1.54532e+08 


4153.23 62936.6 -5.91169e-16 2.00975e-14 1.53639e+08 
0 62936.6 0 2.00968e-14 1.53653e+08 

4153.09 58742.1 -5.95541e-16 1.87989e-14 1.54094e+08 
0 58742.1 0 1.87982e-14 1.54108e+08 


4153.37 67130.9 -5.86474e-16 2.13869e-14 1.53152e+08 
0 67130.8 0 2.13861e-14 1.53166e+08 

4153.23 62936.6 -5.91169e-16 2.00975e-14 1.53639e+08 
0 62936.6 0 2.00968e-14 1.53653e+08 


4153.52 71324.8 -5.81447e-16 2.26664e-14 1.52634e+08 
0 71324.8 0 2.26655e-14 1.52648e+08 

4153.37 67130.9 -5.86474e-16 2.13869e-14 1.53152e+08 
0 67130.8 0 2.13861e-14 1.53166e+08 


4153.69 75518.4 -5.7609e-16 2.39352e-14 1.52084e+08 
0 75518.4 0 2.39343e-14 1.52098e+08 

4153.52 71324.8 -5.81447e-16 2.26664e-14 1.52634e+08 
0 71324.8 0 2.26655e-14 1.52648e+08 


4153.86 79711.7 -5.70395e-16 2.51927e-14 1.51504e+08 
0 79711.7 0 2.51918e-14 1.51518e+08 

4153.69 75518.4 -5.7609e-16 2.39352e-14 1.52084e+08 
0 75518.4 0 2.39343e-14 1.52098e+08 


4154.04 83904.6 -5.64355e-16 2.64383e-14 1.50891e+08 
0 83904.6 0 2.64372e-14 1.50905e+08 

4153.86 79711.7 -5.70395e-16 2.51927e-14 1.51504e+08 
0 79711.7 0 2.51918e-14 1.51518e+08 


4154.23 88097.2 -5.57977e-16 2.76712e-14 1.50248e+08 
0 88097.2 0 2.767e-14 1.50262e+08 

4154.04 83904.6 -5.64355e-16 2.64383e-14 1.50891e+08 
0 83904.6 0 2.64372e-14 1.50905e+08 


4154.42 92289.4 -5.51237e-16 2.88906e-14 1.49573e+08 
0 92289.3 0 2.88894e-14 1.49587e+08 

4154.23 88097.2 -5.57977e-16 2.76712e-14 1.50248e+08 
0 88097.2 0 2.767e-14 1.50262e+08 


